"spo","w_1_rpomAlone","w_2_rpomAlone","w_3_rpomAlone","w_4_rpomAlone","w_1_vib","w_2_vib","w_3_vib","w_4_vib","w_1_mari","w_2_mari","w_3_mari","w_4_mari","w_1_CC","w_2_CC","w_3_CC","w_4_CC"
"SPO0240",0.94,1,1,1,0.98,1,1,0.97,0.97,0.99,1,1,1,1.1,1,1
"SPO0241",1,1,0.99,0.99,0.99,0.99,0.96,1,1,0.9,1,0.99,0.94,1,0.99,0.99
"SPO0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0248",1,1,1.1,1.1,0.94,1,1.1,0.91,1,1,0.96,0.99,0.96,0.87,1,0.96
"SPO0249",1.2,1.5,0.87,1.1,1.2,1.3,1.1,1.1,1.1,1.2,1,1.1,1.3,1.2,1.2,1.2
"SPO0250",1,0.94,1,1,1,0.99,1,0.94,0.91,0.99,1,0.99,0.99,1,1.1,0.97
"SPO0251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0252",0,0,0,0,0,0,0,0,0,0,0.6,0.86,0,1,0,0.38
"SPO0253",1.1,1.1,1.2,1.1,1,1.1,1,1.1,1,1.1,1.1,1,1,1,1,1
"SPO0254",1.1,1.1,1.1,1,1,1,1.1,1,1,1.1,1,1.1,1,1.1,1,1.1
"SPO0255",0.94,0.99,1.1,0.88,0.99,1,1,0.96,0.95,0.97,1,0.98,0.99,0.86,0.89,1
"SPO0256",1,0.94,1,0.89,1,1,1,0.95,1.2,1,1,1.1,1.1,1,0.88,1
"SPO0257",0.85,1,0.99,1,0.9,1,1,0.96,0.85,1,0.98,0.89,0.91,0.98,1,0.93
"SPO0258",1,0.99,1,1,1,0.97,0.98,1,1,1,1,1,0.99,1,1,0.99
"SPO0259",0.75,0.95,0.99,1,1,0.86,1.1,0.85,0.84,0.81,1.1,0.91,0.85,0.76,0.95,0.77
"SPO0260",1,0.95,1.1,1,0.98,0.96,1,1,1,0.97,1,0.93,1,0.99,1,1
"SPO0261",1,0.97,0.95,1,1,0.96,0.99,0.97,0.99,0.99,1,0.98,0.98,0.99,0.96,0.97
"SPO0263",0.99,0.98,0.93,0.9,0.99,0.92,1.1,0.88,0.95,0.96,0.98,0.97,0.94,0.98,0.99,0.95
"SPO0264",1,0.98,0.97,1,0.98,1,0.99,1.1,1,0.98,1,1,0.96,1.1,0.96,1
"SPO0265",0.91,1,0.99,0.91,0.92,1,1,0.98,0.96,0.97,1,0.98,0.83,1,0.95,0.92
"SPO0266",1,0.89,0.97,0.91,1.1,0.96,0.92,0.96,1.1,0.97,1,0.88,1,0.97,0.99,0.94
"SPO0267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0268",1.2,1.1,0.99,1,1,1.1,1,1,0.99,1.1,0.97,1,1,1.1,0.99,0.99
"SPO0269",0.93,1.1,0.91,0.99,0.95,1.1,0.87,1,0.99,1,0.93,0.99,0.95,0.97,0.99,0.96
"SPO0270",1.1,1,1.2,1,1,1,1.1,1,1,1.1,1.1,1,0.96,1,1.2,0.93
"SPO0271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0273",NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0274",0.96,1,0.98,0.94,1,1,1.1,0.95,0.93,1,1,0.88,0.66,0.96,1.1,0.96
"SPO0275",1.1,1.1,1,0.86,1.1,1,1.1,1,1,1.1,1.1,0.99,0.94,1.1,1,0.98
"SPO0276",1,1,0.85,0.96,0.93,0.97,0.91,0.96,1,0.98,0.92,1,0.96,0.93,0.92,0.92
"SPO0277",0.94,1.1,0.96,0.98,0.92,1,0.96,0.99,0.97,0.99,0.92,0.95,0.98,1,0.95,0.95
"SPO0278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0280",NA,1,0.88,1.2,NA,0.93,0.96,0,NA,0.95,1,1,NA,0.77,0.82,1.3
"SPO0281",0.87,1.1,1.1,0.96,0.96,1.1,0.98,0.95,1.1,0.92,0.93,0.95,0.91,1.1,0.92,0.98
"SPO0282",0.96,1.2,0.96,1.2,0.81,0.91,0.91,1.1,0.81,1,1,1,0.86,1,0.93,0.91
"SPO0283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0284",0.26,0.29,0,0,0.56,0.42,0.58,0.069,0.45,0.46,0.35,0.089,0.45,0.9,0.68,0.61
"SPO0285",0.89,0.89,0.73,0.71,1,0.81,0.9,0.91,1,0.95,0.92,0.9,1.1,0.94,0.98,0.99
"SPO0286",0.53,0.76,0.81,0.75,1.1,0.89,0.67,0.85,0.94,0.94,0.91,0.84,0.8,1.1,1,0.98
"SPO0287",0,0,0.36,0,0.55,0.49,0.66,0,0,0,0,0.53,0.71,0.48,0.43,0
"SPO0288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0289",0.72,0.83,0.8,0.78,0.99,0.97,0.86,0.93,0.94,0.94,0.79,0.82,0.82,0.92,0.87,0.93
"SPO0290",1,1,0.95,0.86,1,1,0.84,1,0.96,0.91,0.91,0.91,0.97,1,0.93,0.98
"SPO0291",0.71,0.69,0.73,0.78,0.87,0.82,0.79,0.81,0.76,0.82,0.65,0.8,0.79,0.81,0.83,0.81
"SPO0292",0.98,1.1,0.98,1,0.9,1.1,0.94,1,0.95,1,0.97,0.97,0.99,1,0.95,1
"SPO0293",1,1,1,1,0.98,0.97,0.99,1,1,0.97,1,0.97,1,0.95,0.99,0.99
"SPO0294",0.97,0.82,0.94,1.1,0.95,0.82,1,0.89,0.92,0.86,0.94,0.79,1,0.74,0.83,1
"SPO0295",0.99,1.1,1,1,0.97,0.97,1,0.99,0.95,0.96,0.98,0.98,0.97,0.98,1,1
"SPO0296",1.1,1,1.1,1,1,1,1,1,1.1,1,1,1,1,1,1,1
"SPO0297",NA,0,0,NA,NA,0,0,NA,NA,0.8,0.56,NA,NA,0.88,0.6,NA
"SPO0298",1,0.99,1,0.98,0.97,0.99,0.98,1,1,0.99,0.97,0.97,0.99,0.95,0.96,0.95
"SPO0299",0.96,1.1,1,1.1,0.97,1,0.99,1,0.99,1.1,1,1,1,0.97,1,1
"SPO0300",1,1,1.1,1.1,1.1,1,1,1,1,1,1,1,0.95,1,1,1
"SPO0301",0.99,0.98,0.99,1,1,0.96,1,1,1,0.99,0.98,1,0.95,0.98,1,1
"SPO0302",0.9,1,0.98,0.96,0.95,0.92,1,0.91,1,1,0.86,0.92,1,0.8,0.89,0.98
"SPO0303",0.98,1.2,1,0.89,1.1,1.2,0.98,0.99,1.1,1.1,1,1,1.1,1.1,1.1,0.95
"SPO0304",1.1,1.1,1.1,1,1.1,1.1,1,1.1,1.1,1.1,1.1,1.1,1,1.1,1,1.1
"SPO0305",0.95,0.96,0.99,1.1,0.95,1,0.93,1,1,1,0.92,1.1,0.85,1.1,1.1,0.97
"SPO0306",0.82,0.85,0.85,0.82,0.89,0.97,1,0.96,0.84,0.88,0.95,0.87,0.94,0.97,1,0.91
"SPO0307",0.9,0.72,0.92,0.69,0.97,0.83,0.94,1,0.88,0.83,0.9,0.8,0.99,0.87,1.1,1
"SPO0308",0.64,0.85,1,1.1,0.82,0.98,0.82,1,0.87,0.89,0.9,1.1,0.88,0.97,1.1,0.94
"SPO0309",0.99,0.98,0.95,0.92,0.99,1,0.87,0.94,0.96,1,0.91,1,0.94,0.93,0.94,0.92
"SPO0310",1,0.89,0.88,0.8,0.97,1.1,0.96,0.93,0.96,1,0.92,0.89,0.94,1,1,0.96
"SPO0311",1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1,1.1,1.1,1.1,1.1,1.1,1.1
"SPO0312",0.99,1,1,0.98,0.97,0.97,0.97,1,0.96,0.98,1.1,1,1,0.99,1,0.99
"SPO0313",1.1,1,0.91,0.97,1,1.1,0.95,0.94,1.1,0.96,0.94,0.97,1.1,1.1,0.91,0.9
"SPO0314",1.1,0.99,1.1,0.94,1.1,0.95,1.1,0.97,1.1,1,1,0.92,1,1,0.95,1
"SPO0315",1,0.82,0.79,0.98,1,0.89,0.83,0.85,1.1,0.89,0.88,0.89,1.1,0.82,0.83,0.71
"SPO0316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0317",1,1,0.95,1,0.98,0.96,0.75,0.97,0.91,1,0.92,0.97,0.96,0.95,0.88,0.99
"SPO0318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0320",1.1,1.3,0.82,0.94,1.2,0.95,0.87,0.89,0.81,1.1,0.82,0.8,1,1,0.85,0.93
"SPO0321",1.2,1,0.96,1.1,1,0.92,0.97,1.1,1.1,0.95,0.97,1,1.1,1,0.93,1.1
"SPO0322",1.2,1.1,1.2,1.1,1,1,1,1.1,1.1,0.93,0.96,1,1.2,1,1.1,0.76
"SPO0323",1.1,1,1,1,0.92,0.93,1,0.98,0.96,0.97,0.99,0.95,0.89,0.92,0.99,0.98
"SPO0324",1,0.97,1,0.99,1.1,0.93,1,0.94,1,0.95,0.97,0.93,0.97,0.94,1,1
"SPO0325",0.71,0.65,0.81,0.38,1.1,0.95,1,1,1.1,0.9,0.92,0.79,1.1,0.99,0.88,0.84
"SPO0326",1,0.96,1,0.97,1,1,1.1,1,1,1.1,1,1.1,1,1,1.1,1
"SPO0327",0.99,0.89,0.98,1.1,1,1,0.96,0.99,0.98,0.87,0.91,0.92,0.96,0.94,0.95,0.85
"SPO0328",0.84,1,0.9,0.89,0.91,0.98,0.92,0.92,0.93,1,0.94,0.99,0.93,1,0.93,0.92
"SPO0329",0.96,0.93,1,0.88,0.92,0.91,1,0.87,0.91,0.91,1,0.91,1,0.82,1.1,0.86
"SPO0330",1,1,1,0.77,0.97,0.94,0.93,0.95,0.85,0.98,0.86,0.9,0.98,0.96,0.89,0.92
"SPO0331",0,1,1.1,1.1,1,0.94,1.1,1.1,0.85,0.87,0.92,0.95,0.8,1,1,0.89
"SPO0332",0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0
"SPO0333",1.1,1.1,1.1,0.97,1.1,1.2,1.1,0.98,0.94,1.1,1.2,1.1,1.1,1.1,1.2,1
"SPO0334",0.41,0.56,0.58,0.46,0.39,0.23,0.16,0.54,0.3,0.31,0.45,0.42,0.55,0.46,0.47,0.54
"SPO0335",0.98,0.97,1,0.99,0.97,0.95,1,1,0.98,0.94,0.99,0.99,0.98,0.96,1.1,0.92
"SPO0336",0.93,0.92,0.96,0.64,0.86,0.98,1.1,0.99,0.89,0.55,0.86,0.91,0.86,0.71,1,0.93
"SPO0337",1.1,1.1,1,1.1,1,1,1,1,1,1.1,1,1.1,1,1,0.99,1
"SPO0338",1.1,1.1,1,1,1.1,1.1,0.97,1.1,1,1.1,0.97,1,0.96,1,0.97,1
"SPO0339",0.96,1,1.1,1.1,0.97,1.1,1,1,0.98,1,1,1.1,0.94,0.96,1,1
"SPO0340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0342",0.79,0.91,0.8,0.89,1,1,0.83,1,0.94,1,0.93,0.93,0.95,1.1,0.87,1
"SPO0343",NA,0.93,1.4,0.84,NA,1,NA,1.1,1.2,0.91,NA,0.97,NA,0.9,1.4,0.74
"SPO0344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0344a",0.4,0.58,0.43,0.55,0.77,0.72,0.94,0.89,0.72,0.8,0.73,0.66,0.9,1,0.89,0.8
"SPO0345",0.47,0.4,0.57,0,0,0.22,0.5,0.84,0.48,0.48,0.4,0.65,0.85,0.63,0.76,0.69
"SPO0346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0346a",0.78,0.85,0.84,0.86,0.83,0.82,0.75,0.82,0.83,0.79,0.76,0.8,0.74,0.82,0.85,0.87
"SPO0347",NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.46,NA,NA,NA,0,NA
"SPO0348",1,0.99,1,0.99,0.94,0.96,0.91,0.94,1,0.98,0.94,0.98,1,1,0.96,0.92
"SPO0349",0,0.19,0.28,0.17,0.025,0.016,0.44,0.66,0.5,0.26,0.53,0.5,0.62,0.46,0.54,0.58
"SPO0350",1.1,1,0.92,0.86,1,1.1,0.97,1,1.1,1,0.97,1,1.2,1.2,1,0.95
"SPO0351",0.99,1.1,1.1,1,0.71,1.1,1,0.9,0.89,1.1,0.91,0.67,0.82,1.1,1,0.87
"SPO0352",0.88,1,0.99,1,0.91,1,1,0.93,0.92,1,1,0.95,0.92,1,1.1,0.94
"SPO0353",1.1,0.9,0.87,1,1,1,0.9,1.1,1,1,0.99,1,1.1,1,0.97,1.1
"SPO0354",0.92,1,0.86,1,0.89,0.99,0.97,1,0.92,0.94,0.98,0.95,0.98,0.97,0.98,1
"SPO0355",0.97,0.54,0.8,0.8,0.85,0.82,0.88,0.94,0.8,0.79,0.72,0.79,0.77,0.96,0.88,0.91
"SPO0356",0.97,1,1,1,0.91,0.96,1,0.91,0.96,0.99,1,1,1,0.97,1,1
"SPO0357",0.96,0.96,0.97,0.97,0.98,0.99,0.97,0.92,0.95,1,0.99,0.92,0.97,0.98,0.96,0.95
"SPO0358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0360a",NA,0,0.71,0,NA,0,0,0,NA,0,0,0,NA,0.72,0.7,0
"SPO0362",0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SPO0363",1,1.1,0.95,1,1,1,1,0.99,1,0.99,1,1,1,1.1,0.97,0.98
"SPO0364",1,1,0.98,0.98,1,1,1,0.97,1,1.1,1,1,1,0.97,1,1
"SPO0365",0.91,0.93,0.94,1,1,1,1,1,0.96,0.99,1,1,1,0.97,1,0.95
"SPO0366",0.89,0.88,0.9,0.88,1,1,1,1,0.95,0.98,0.98,0.97,1,1,1,1
"SPO0367",0.94,0.95,0.95,0.96,0.98,1,0.99,1,0.76,0.87,0.86,0.97,0.93,0.97,0.94,0.96
"SPO0368",0.97,0.95,0.95,0.94,0.98,1,1,0.99,0.97,1,0.99,1,1,1,1,0.97
"SPO0369",0.94,1,0.95,0.99,0.98,1,0.96,1.1,1,1.1,1,1,1,1,1,1
"SPO0370",1,1,1,1.1,1,1.1,1,1.1,1,1,1,1.1,1,1,1,1.1
"SPO0371",0.98,0.99,0.96,0.99,0.95,0.92,0.93,1,0.95,0.92,0.94,0.97,0.92,0.96,0.88,0.91
"SPO0372",1.1,1,0.94,1,1.1,1.1,1,1,1,1,0.99,0.97,1,1.1,0.95,0.99
"SPO0373",1.1,1.1,0.96,1,1,1,1,1,1,0.97,0.96,1.1,1,1.1,0.98,1.1
"SPO0374",0.92,0.84,0.87,0.93,0.95,0.69,0.75,0.91,0.81,0.74,0.74,0.86,0.97,0.73,0.82,0.82
"SPO0375",0.84,0.92,0.92,0.96,0.9,0.95,0.92,0.96,0.83,0.88,0.76,0.86,0.85,0.93,0.88,0.82
"SPO0376",1,1,1,0.99,1.1,1,0.98,0.96,1.1,1,1,1,1.1,1,1,1
"SPO0377",1.1,1,1,1,1.1,1.1,1,0.99,1.1,1,1.1,1.1,1.1,1,1,1
"SPO0378",1.1,1.1,1,1,1,1.1,1,0.99,1,1,1,1.1,1.1,1,1.1,0.96
"SPO0379",0.96,1,1,1,0.88,1.1,1.1,0.94,0.96,1.1,1,1.1,0.88,1.1,0.98,1
"SPO0380",0.94,0.93,0.98,0.99,0.99,1,0.94,0.95,0.95,0.98,0.99,1,0.84,0.8,1,0.93
"SPO0381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0383",1.3,0.67,1.1,1,1.2,0.81,0.83,1.1,1,0.88,0.96,1.1,1,0.9,1,0.87
"SPO0384",0.87,1,1.1,1.1,1,1,1.1,1.1,0.96,0.98,1,0.98,0.94,0.97,1,0.94
"SPO0385",0.94,1.1,1,1,0.92,0.96,1,1,0.91,1,1,0.97,0.94,1,1,0.95
"SPO0386",0.17,0.38,0.35,0.4,0.62,0.74,0.44,0.84,0.54,0.62,0.37,0.58,0.79,0.9,0.81,0.79
"SPO0387",1.1,1.1,0.96,0.94,0.91,0.98,1,1.1,1.1,0.99,0.95,0.95,1.1,1.1,1,1
"SPO0388",1.1,1.1,1.1,1.1,1,1,1.1,1,1,1,1.1,1,1,1,1,1
"SPO0389",0.92,0.92,0.95,0.83,0.96,0.89,0.89,0.88,0.88,0.79,0.95,1,0.77,0.72,1,1
"SPO0390",1.1,1,1.1,1,1.1,1.1,1,1,1.1,1,1,1.1,1.1,1,1,1.1
"SPO0391",1.1,1,1,1.1,1.1,1,1.1,1.1,1.1,1,1,1.1,1.1,1.1,0.98,1.1
"SPO0392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0393",0.96,1,1,0.99,0.98,0.89,1,0.78,1,0.9,0.99,0.91,0.91,0.95,1,0.99
"SPO0394",0.99,0.92,0.95,1.1,0.98,1,0.99,1,0.97,0.99,0.97,0.98,0.75,0.94,0.94,0.92
"SPO0395",1,0.87,1.1,1,0.78,0.97,1.2,0.95,0.99,0.93,0.92,0.88,1,0.85,0.94,1
"SPO0396",NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,0.51,NA,NA,NA,0.92
"SPO0397",0.94,0.92,0.77,0.93,0,0,0,0.79,0.62,0.42,0.69,0.63,0,0,0,0
"SPO0398",0.9,0.91,1.1,0.9,1.1,0.63,0.84,1,1.1,0.73,0.84,0.98,0.89,0.96,0.9,1.2
"SPO0399",1.2,0.49,1.1,0.92,1.3,0.72,0.98,0.93,1.3,0.81,1,0.93,0.66,0.96,0.88,0.89
"SPO0400",1.1,0.97,1.1,1,1.2,1.1,1.1,1,1.1,0.96,0.97,1,1.1,0.97,1.1,1
"SPO0401",0.53,0.4,0.73,0.94,0.64,0.64,0.61,0.78,0.57,0.34,0.56,0.23,0.74,0.67,0.62,0.68
"SPO0402",1,0.91,0.97,0.88,0.99,0.95,0.98,0.92,0.97,0.93,0.94,0.97,1,1,0.95,0.98
"SPO0403",1.1,1,0.95,0.98,0.98,0.95,0.94,1,0.99,0.99,0.96,0.98,1,0.99,1,0.97
"SPO0404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0405",0,1.4,1.2,1.2,1.1,1.2,0.44,0.47,1,NA,0.67,1.1,0.66,NA,0.83,1.2
"SPO0406",1.2,1,0.95,1.1,1.2,1,0.98,1.1,1,1,1.1,1.1,1,1,1.1,1.1
"SPO0407",0.98,1,0.96,0.95,0.92,1,1,0.97,1,1,0.91,1.1,0.89,0.99,0.89,0.99
"SPO0408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0409",0.88,0.91,0.63,0.88,0.84,1,0.91,0.92,1,0.97,0.84,0.81,0.93,1,0.69,0.98
"SPO0410",0.81,0.55,0.65,0.61,0.88,0.87,0.86,0.89,0.76,0.81,0.68,0.72,0.8,0.78,0.8,0.85
"SPO0411",1.2,1,0.81,0.97,1.1,0.94,1.1,1,1.1,1,1,0.91,1.1,0.92,1.1,0.89
"SPO0412",0.69,0.78,0.85,0.76,0.9,0.61,0.99,0.95,0.93,0.88,0.98,1.1,1.2,0.82,1,0.71
"SPO0413",1,1,1,0.89,1,1,0.96,0.91,0.99,1.1,1,0.95,1,1,1,0.97
"SPO0414",1,1,1,1,1,1.1,1.1,1,1,1,1,1.1,0.99,1,1,1.1
"SPO0415",0.98,1,0.99,0.97,0.9,0.85,0.96,0.95,0.98,1,1,1,0.98,1.1,0.99,0.98
"SPO0416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0417",1,1.1,1.3,1.2,1.1,1,1.3,0.81,0.92,1.2,1.3,0.76,1.2,1.2,1.2,0.98
"SPO0418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0419",NA,NA,NA,NA,0.94,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1.2
"SPO0420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0421",0.88,0.79,1.1,0.99,0.8,0.99,0.99,0.98,0.8,0.97,0.96,0.99,0.86,0.65,1.1,0.95
"SPO0422",0.24,0.4,0.46,0.42,0.58,0.62,0.52,0.62,0.47,0.68,0.55,0.62,0.44,0.68,0.61,0.54
"SPO0423",1,0.94,1.1,0.99,1.1,0.97,0.93,0.99,1.1,1.1,1,0.99,1.1,0.78,1.1,0.92
"SPO0424",0.97,0.96,1,0.91,0.95,1,1.1,0.95,0.95,1,1,0.98,0.95,1.1,1.1,0.95
"SPO0425",1.1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.96,1
"SPO0426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0427",0.9,1,1,0.96,1.1,0.95,1.1,0.97,1.1,0.97,1,0.98,1,1,1,0.99
"SPO0428",0.96,0.98,0.92,1,0.97,1,0.95,0.96,1,0.99,0.95,1,0.97,0.96,0.98,1
"SPO0429",0.87,0.97,0.96,1.1,0.94,0.96,0.93,1.1,0.95,1,0.96,0.87,0.89,1.1,0.95,1
"SPO0430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0431",1,0.98,0.97,1,1,1,0.88,0.91,0.94,0.96,0.94,0.88,1,0.93,0.85,1
"SPO0432",0.91,0.86,0.98,0.79,0.86,0.9,0.87,1,0.82,0.92,1.1,0.98,0.98,0.87,1.1,0.99
"SPO0433",1,0.97,0.93,0.92,1,0.97,1,0.97,1,0.98,0.97,0.99,1,1,0.96,0.98
"SPO0434",0.92,1,1.1,0.9,0.88,1,1.1,0.93,0.99,1,1.1,0.96,0.86,0.99,1.1,0.99
"SPO0435",1,1.1,1,1,1.1,1,0.99,1.1,0.91,1.1,0.97,1,1,0.96,0.93,1.1
"SPO0436",0.98,0.87,0.95,0.96,1,0.98,0.96,1,0.99,0.97,1,0.96,1,0.92,1,1
"SPO0437",1,0.92,0.99,0.95,1.1,1.1,1.1,0.96,0.99,0.94,1,0.95,1,0.99,1.1,1
"SPO0438",1,1,1,1,1.1,1,1,1,0.99,1,1.1,1,1,1,1,1
"SPO0439",0.79,1.1,0.99,0.89,0.98,0.94,0.83,0.9,0.99,0.99,0.97,1,0.77,0.99,0.93,0.92
"SPO0440",0.92,1,0.92,0.95,0.91,0.95,0.91,1,0.96,0.96,0.96,0.95,0.95,0.98,0.89,0.87
"SPO0441",1.2,0.85,0.86,0.89,1,0.88,1.2,0.91,0.89,0.92,1.1,0.94,0.99,1,1.1,0.65
"SPO0442",1.1,1.1,1.1,1.1,1.3,0.9,0.89,0.97,1.1,0.96,1.1,1.1,1.3,0.39,0.94,0.77
"SPO0443",1.1,1.2,1,1.1,1.2,1.2,1,1,1.1,1,0.95,1.1,1.1,0.87,1.1,1.2
"SPO0444",1,1,0.93,0.83,1.1,1.2,1,0.78,0.88,1.1,0.95,0.91,0.92,1.2,1,1
"SPO0445",0.89,1,0.92,0.82,0.96,0.98,0.82,0.95,0.88,1,0.96,0.94,0.94,0.96,0.98,0.92
"SPO0446",0.81,0.73,0.83,0.82,0.9,0.9,0.95,0.96,0.95,0.94,0.95,0.96,0.95,0.91,0.96,0.91
"SPO0447",0.87,0.89,1,0.87,0.9,0.88,0.97,0.96,0.98,0.92,0.99,0.97,0.84,0.93,0.94,0.94
"SPO0448",1,1,0.98,1,0.89,0.8,0.9,1.1,1.1,1,0.95,0.99,0.87,1.1,1.1,0.76
"SPO0449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0450",1,1.1,0.94,1,1.1,1,0.95,0.94,0.94,1.1,1,0.99,1,1.1,0.91,1
"SPO0451",0.98,1,0.98,0.99,0.95,1,0.94,0.97,0.98,1,0.94,0.99,0.95,0.99,0.93,0.92
"SPO0452",0.86,0.94,0.97,1,0.83,0.79,1,0.92,0.83,0.91,0.85,0.95,1,1,0.94,0.96
"SPO0453",0.93,0.88,0.8,1,0.9,0.91,0.96,0.94,0.84,1,0.91,0.97,0.99,0.82,0.92,0.91
"SPO0454",1,1.1,1,1.1,1,1.1,1,0.99,1,1.1,1,0.99,0.99,1,1,0.97
"SPO0455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0456",1.1,1,1,1.1,1.2,0.96,0.96,1.1,0.94,0.97,0.95,1.1,0.98,0.85,0.96,1
"SPO0457",0.94,1,1,1.1,1,1.1,0.95,1,0.98,1,1,1,0.95,1,0.93,1
"SPO0458",0.99,0.95,0.96,1,0.96,1,0.97,1,0.94,0.99,1,1,1,0.97,1,0.93
"SPO0460",0.96,0.93,0.91,0.95,1,0.96,0.81,0.94,0.87,0.95,0.93,1,0.95,0.89,0.93,0.96
"SPO0461",1,1.1,0.9,1.1,1,1,0.98,0.97,1.1,1,0.96,1,1,1,0.88,1.1
"SPO0462",0.8,0.92,0.88,1.1,0.84,0.97,0.92,1,0.81,1,0.89,0.96,0.89,1,0.84,0.89
"SPO0463",0.91,0.99,1.1,1,0.87,1.1,1.1,1,1,0.99,1,1,1,0.97,0.91,0.86
"SPO0464",0.99,1,0.87,0.99,1.2,1,0.92,1,1.1,1,0.96,1.1,1.1,1.1,0.96,1.1
"SPO0465",1.2,0.98,1.2,1,1.2,1.1,1.1,0.84,1.2,1,1.1,0.99,1.1,0.93,0.98,0.94
"SPO0466",1.1,0.9,0.96,1.1,0.81,0.94,0.98,1,1,0.96,0.99,1.1,1,0.99,0.9,1.1
"SPO0467",1,0.89,0.97,1.2,0.96,1.1,0.93,1.1,1,1,0.99,1.1,0.99,0.88,1,1.1
"SPO0468",1.2,0.99,0.96,0.98,0.86,1.1,0.96,1,1.1,0.99,0.84,1,1,1.1,1,1.1
"SPO0469",1.1,1,0.89,1,1,0.95,0.96,0.99,1,0.89,0.95,1,1.1,0.93,0.9,1
"SPO0470",1.1,1,0.98,0.95,1,0.95,0.97,1,1,0.98,0.92,0.95,1.1,0.93,0.93,0.92
"SPO0471",0.93,0.88,0.99,1,0.85,0.9,0.98,0.94,0.89,0.96,0.97,0.99,0.95,0.9,0.96,0.84
"SPO0472",0.97,0.88,0.94,1,0.88,0.82,0.94,0.96,0.92,0.9,0.96,1,0.88,0.88,0.89,1
"SPO0473",0.74,1,0.94,0.87,0.86,0.83,0.88,0.81,0.85,0.85,0.94,0.84,0.66,0.88,0.86,0.84
"SPO0474",1.3,0.99,1.2,0.74,1,0.94,1,1,1,0.94,1.1,0.79,0.73,1,1.3,0.98
"SPO0475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO0476",1.1,1,0.9,0.99,1,1,0.89,0.98,1.1,1,0.87,1.1,1,0.97,0.86,1.1
